id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
478,train,0.05297115,0.03631547,valid,0.054945517,0.04097139,train,0.08103386,0.048784662,train,0.05752979,0.04995258,train,0.039209455,0.031637218,0.041532267
479,train,0.027960256,0.06434224,train,0.05954587,0.06813111,train,0.04973305,0.06386875,valid,0.038769316,0.04267112,train,0.030123278,0.03515331,0.054833304
480,train,0.05723177,0.08937624,train,0.27553338,0.17779376,train,0.2766505,0.22419696,train,0.090226084,0.10541138,valid,0.132674,0.15093504,0.14954269
481,train,0.03339896,0.06623458,train,0.038612463,0.085469596,valid,0.04417532,0.055220257,train,0.036597274,0.051105265,train,0.10793211,0.112157695,0.07403748
482,train,0.06494675,0.113505594,train,0.11831778,0.12972277,train,0.19198485,0.10141578,train,0.042877797,0.08446073,valid,0.07620586,0.08564864,0.10295071
483,train,0.496647,0.6415885,train,0.61840034,0.678954,train,0.41816753,0.3898337,valid,0.3461634,0.37774557,train,0.42302722,0.45888507,0.50940144
484,train,0.6390466,0.69991434,train,0.4984425,0.5753801,train,0.5766897,0.46427557,train,0.41765103,0.44906798,valid,0.5145123,0.4878757,0.53530276
485,valid,0.1259282,0.26382273,train,0.61327076,0.58809495,train,0.5322717,0.52236396,train,0.39041746,0.36114767,train,0.49317297,0.40032053,0.42714995
486,valid,0.09669112,0.071060814,train,0.06858714,0.07161976,train,0.07947295,0.05195935,train,0.052320193,0.05230921,train,0.20887364,0.12340744,0.07407131
487,train,0.6782479,0.8006598,train,0.48538107,0.72149605,valid,0.57443446,0.638923,train,0.9125693,0.8767895,train,0.7958914,0.7709251,0.7617587
488,train,0.14220047,0.13107125,train,0.20532921,0.17871952,train,0.30400485,0.13108265,valid,0.14195074,0.156917,train,0.17464966,0.12887117,0.14533234
489,train,0.5506765,0.5910278,train,0.5518643,0.46055102,train,0.5958012,0.545002,valid,0.205772,0.24591826,train,0.69302654,0.63334405,0.4951686
490,train,0.33105847,0.4769054,valid,0.180105,0.2695797,train,0.34131366,0.3820487,train,0.28555864,0.27455196,train,0.4445328,0.3808123,0.35677963
491,valid,0.4206129,0.4311565,train,0.41513014,0.41750795,train,0.41732177,0.37466234,train,0.31507206,0.30381268,train,0.38519815,0.37551174,0.38053024
492,train,0.052774627,0.10980506,train,0.10846215,0.13260435,train,0.08144622,0.05029295,train,0.058957532,0.09460316,valid,0.14451611,0.12458259,0.102377616
493,train,0.036949914,0.064009145,train,0.04944147,0.051968,train,0.12022071,0.074139446,valid,0.019239113,0.033745423,train,0.08018093,0.08763852,0.062300105
494,train,0.21292365,0.15041839,train,0.124010414,0.11155923,train,0.06344936,0.039515745,train,0.073784746,0.07411099,valid,0.17161313,0.15762612,0.10664608
495,train,0.81423634,0.8740912,valid,0.84474105,0.9577847,train,0.88992053,0.934395,train,0.9804919,0.98007053,train,0.8476122,0.9170746,0.93268317
496,train,0.014970181,0.026666068,train,0.03808724,0.027154405,valid,0.0102683455,0.013198431,train,0.044953637,0.053892676,train,0.07956181,0.059885975,0.03615951
497,train,0.23239413,0.29094267,valid,0.21659414,0.20845848,train,0.16526031,0.21823551,train,0.17119497,0.17613077,train,0.27343246,0.28743908,0.2362413
498,train,0.39826217,0.37690616,train,0.18100932,0.31988028,train,0.3217095,0.25535953,train,0.32350203,0.33205038,valid,0.43950102,0.35377094,0.32759348
499,train,0.06326297,0.08169182,valid,0.022937955,0.040341064,train,0.13627684,0.08830086,train,0.024550784,0.028901068,train,0.04975711,0.03953082,0.055753123
500,train,0.11706287,0.11958678,train,0.043417152,0.04312236,valid,0.21423997,0.16384149,train,0.08344764,0.09388279,train,0.27673733,0.26417166,0.13692102
501,train,0.04338274,0.09388821,valid,0.14217186,0.17505947,train,0.095599264,0.08782329,train,0.08181461,0.116257034,train,0.13413508,0.16612798,0.12783119
502,train,0.24628867,0.3918879,train,0.26765138,0.2651905,train,0.2991149,0.25683516,valid,0.24879798,0.2850584,train,0.2717376,0.29602188,0.29899877
503,train,0.9057376,0.9294733,valid,0.87745,0.9267656,train,0.88733745,0.8787408,train,0.9754396,0.9718845,train,0.81727606,0.8513283,0.91163844
504,train,0.07284922,0.13699839,train,0.17440985,0.247224,valid,0.18152349,0.12496268,train,0.05146915,0.08684223,train,0.08633506,0.10731764,0.14066899
505,train,0.16960567,0.2961644,valid,0.19362421,0.20543313,train,0.03415224,0.05109907,train,0.055112515,0.06326502,train,0.091350555,0.08151902,0.13949612
506,train,0.035287302,0.08653251,train,0.09241142,0.24800281,train,0.052935105,0.065488696,valid,0.1158603,0.10641561,train,0.22557278,0.13917674,0.12912327
507,train,0.024162129,0.04886682,valid,0.13249065,0.13051485,train,0.11442398,0.0671931,train,0.04170244,0.05576207,train,0.033580903,0.03351296,0.06716996
508,train,0.044362728,0.0942122,train,0.21058954,0.14616427,train,0.14058869,0.09774912,train,0.046158917,0.0811726,valid,0.16977324,0.20580183,0.12502
509,train,0.41140303,0.44135228,train,0.16731715,0.20085023,train,0.45047545,0.33303294,train,0.20166463,0.22352138,valid,0.2588623,0.18315747,0.27638286
510,train,0.15124345,0.35457742,train,0.34272984,0.37462398,train,0.40198454,0.40913302,valid,0.15485887,0.26203358,train,0.26796645,0.35813728,0.35170108
511,train,0.20481192,0.20123689,valid,0.18011563,0.16823442,train,0.07029871,0.056716204,train,0.14420654,0.13746825,train,0.06423719,0.061447427,0.12502064
512,train,0.87469137,0.8860786,valid,0.85965306,0.83113295,train,0.85776234,0.8532014,train,0.88913083,0.9060927,train,0.83795947,0.86329967,0.86796105
513,train,0.042140163,0.09726585,train,0.14110252,0.22823004,train,0.21125805,0.123000346,train,0.05479463,0.09241104,valid,0.082046725,0.06246391,0.12067423
514,valid,0.6809068,0.80685145,train,0.7221724,0.76482314,train,0.63617426,0.70502967,train,0.6374906,0.5151757,train,0.66541517,0.6133389,0.6810438
515,train,0.33969793,0.4455606,train,0.30783814,0.26928788,valid,0.25735313,0.23094696,train,0.24274413,0.35838753,train,0.38012978,0.38878873,0.33859435
516,train,0.0684543,0.056887347,valid,0.033579484,0.10483739,train,0.124386534,0.05968328,train,0.0818951,0.09942271,train,0.057336137,0.036144197,0.07139498
517,train,0.41024542,0.57415617,train,0.439396,0.5503461,train,0.35196346,0.439142,train,0.5934007,0.51147825,valid,0.5299819,0.49078804,0.51318204
518,train,0.07437286,0.078428954,train,0.052125383,0.09374021,train,0.23317322,0.20752391,valid,0.054308414,0.060391754,train,0.0853125,0.08409234,0.104835436
519,train,0.07432939,0.13140103,valid,0.069804676,0.078912675,train,0.2575505,0.13733226,train,0.019242262,0.037592035,train,0.029898608,0.044429377,0.08593347
520,train,0.13682029,0.22942472,train,0.14557607,0.100814186,train,0.08066889,0.08457504,valid,0.06836519,0.10617129,train,0.2727383,0.21423917,0.14704488
521,train,0.048708167,0.0926731,train,0.054951128,0.07613977,train,0.07908579,0.101748854,train,0.05962538,0.0785576,valid,0.08329837,0.08166811,0.086157486
522,train,0.033128787,0.08492197,train,0.09657111,0.11415848,valid,0.054268256,0.061044563,train,0.087965995,0.08084306,train,0.10456739,0.07521378,0.083236374
523,train,0.043978866,0.10412059,valid,0.23304516,0.11995944,train,0.16165106,0.09767049,train,0.034935523,0.06669322,train,0.08361702,0.07607548,0.09290384
524,train,0.23472196,0.19100116,train,0.08022479,0.051276837,valid,0.12896395,0.10066221,train,0.033066466,0.047270935,train,0.074705586,0.059502695,0.08994277
525,train,0.41804788,0.5157204,train,0.465834,0.4077203,valid,0.5890901,0.5259823,train,0.25426617,0.26493105,train,0.5155724,0.5210385,0.44707853
526,train,0.0321379,0.053890947,train,0.07068159,0.1273972,train,0.09477042,0.095510796,train,0.02884134,0.04269882,valid,0.11100143,0.11968909,0.087837376
527,train,0.020888902,0.03467517,train,0.036029086,0.02044355,train,0.035917558,0.046074677,train,0.026023488,0.030387256,valid,0.033317946,0.044858247,0.03528778
528,train,0.21545775,0.12977421,valid,0.18311931,0.23098959,train,0.28790343,0.15717119,train,0.09932047,0.11503807,train,0.40247518,0.2492997,0.17645456
529,train,0.13425183,0.15104198,train,0.35226125,0.2903011,valid,0.38514557,0.38028872,train,0.21714209,0.16604063,train,0.22934404,0.22427817,0.24239013
530,train,0.011996359,0.025257012,valid,0.025671052,0.027425809,train,0.017534085,0.020730443,train,0.037839364,0.045449704,train,0.045247126,0.0349978,0.030772155
531,train,0.051438533,0.13075233,train,0.10498735,0.1732602,valid,0.18060607,0.20199083,train,0.088304974,0.07640155,train,0.29126564,0.21002136,0.15848526
532,train,0.07031791,0.16675647,train,0.23193458,0.25922754,train,0.33447406,0.30598253,valid,0.06771805,0.10253518,train,0.26949608,0.28781608,0.22446355
533,train,0.023547234,0.047240507,train,0.032646395,0.05887898,train,0.064122036,0.06891945,train,0.095469266,0.06563201,valid,0.04240407,0.027340591,0.053602308
534,valid,0.013476477,0.02619233,train,0.04773834,0.056811124,train,0.019696007,0.016560506,train,0.024350777,0.034571294,train,0.021483885,0.0207834,0.030983727
535,valid,0.0048209126,0.015766319,train,0.013760908,0.03721455,train,0.022223555,0.03579555,train,0.031965755,0.046058103,train,0.0469699,0.03462785,0.033892475
536,train,0.072222784,0.13853858,train,0.15061045,0.21446803,train,0.10375005,0.13673066,valid,0.11356102,0.11019575,train,0.11140226,0.11269584,0.14252576
537,valid,0.3522888,0.36996824,train,0.15433069,0.25042033,train,0.3083026,0.19724585,train,0.17758366,0.14608152,train,0.23978418,0.21651089,0.23604536
538,train,0.51664275,0.6232315,train,0.7177124,0.8397303,valid,0.76452625,0.7655464,train,0.7534982,0.7264951,train,0.63612914,0.70811754,0.7326242
539,train,0.021106726,0.036349338,train,0.054258596,0.06381239,valid,0.052898876,0.024732262,train,0.018472608,0.03465775,train,0.028934874,0.029414754,0.0377933
540,train,0.12553507,0.11063064,train,0.069711916,0.09224825,train,0.106299765,0.047354307,valid,0.08993557,0.10211923,train,0.074872464,0.03975441,0.07842137
541,train,0.23049818,0.37412998,train,0.45003155,0.46936408,train,0.39266518,0.31689823,valid,0.17214173,0.3072438,train,0.32830024,0.31632218,0.35679168
542,train,0.1168653,0.079528816,train,0.08180888,0.0698931,train,0.06223313,0.045481488,train,0.07424013,0.08101934,valid,0.11694616,0.08054683,0.07129391
543,train,0.03928823,0.06339956,valid,0.03073348,0.06931102,train,0.083263546,0.07502871,train,0.055243373,0.057930265,train,0.1602003,0.08387288,0.069908485
544,train,0.13146745,0.22856076,train,0.28056166,0.4464194,valid,0.21528877,0.14858583,train,0.067550704,0.11216324,train,0.23379168,0.17906988,0.2229598
545,train,0.034623485,0.061710358,train,0.11143761,0.13324267,train,0.095635146,0.097631976,train,0.023191975,0.02954404,valid,0.25405604,0.18268722,0.10096326
546,train,0.21696603,0.28005716,train,0.22654536,0.23542376,train,0.24332644,0.16485706,train,0.1416953,0.17066126,valid,0.46895537,0.39046058,0.24829197
547,valid,0.10065917,0.15329163,train,0.049418256,0.1764587,train,0.06368498,0.08172908,train,0.13490339,0.13780028,train,0.056447733,0.05246534,0.120349005
548,train,0.17427468,0.25366277,valid,0.2359823,0.20304015,train,0.22611378,0.19155838,train,0.13418823,0.1956942,train,0.047172993,0.045894884,0.17797008
549,train,0.023133311,0.04241137,valid,0.010941229,0.057451807,train,0.009124607,0.013871023,train,0.0128518175,0.018204952,train,0.03250543,0.026543694,0.031696565
550,valid,0.031730738,0.079421565,train,0.04992687,0.10047887,train,0.075461864,0.09804874,train,0.024291383,0.032644767,train,0.113182575,0.08573006,0.079264805
551,train,0.08945066,0.17311957,train,0.4610247,0.5782246,valid,0.19339114,0.24989541,train,0.1691453,0.29272038,train,0.2655827,0.39681834,0.3381557
552,valid,0.009942007,0.02817799,train,0.06903526,0.090229765,train,0.046623487,0.054165345,train,0.045653116,0.050766487,train,0.04643864,0.041815873,0.053031094
553,train,0.0827783,0.11222958,train,0.26210037,0.27679598,valid,0.4565572,0.28827402,train,0.097747125,0.17994183,train,0.47086692,0.41287094,0.25402248
554,valid,0.023399783,0.056225874,train,0.0644989,0.10338046,train,0.077461176,0.09190535,train,0.09290038,0.09259213,train,0.15509237,0.10967533,0.090755835
555,train,0.023711327,0.047898192,train,0.05201372,0.05206145,valid,0.038046874,0.034988485,train,0.042466328,0.04764149,train,0.07085388,0.045314126,0.045580752
556,train,0.7863344,0.8832881,valid,0.8888758,0.97405267,train,0.8615145,0.9204646,train,0.972693,0.9723664,train,0.8930266,0.9430903,0.9386524
557,train,0.1763832,0.27664644,valid,0.16199261,0.1692825,train,0.17198144,0.115254804,train,0.057637278,0.1017301,train,0.19031733,0.15707204,0.16399717
558,train,0.02798264,0.020174854,train,0.02622405,0.04034003,valid,0.06570116,0.02443865,train,0.030527588,0.03488205,train,0.01939848,0.0123876,0.026444638
559,train,0.3582241,0.34488493,train,0.3692104,0.24861123,train,0.52758336,0.3933188,valid,0.18514156,0.18294947,train,0.31071827,0.2008522,0.2741233
560,train,0.19672252,0.1399637,train,0.21462245,0.33052665,train,0.5465923,0.37955877,valid,0.16488703,0.19605754,train,0.23109943,0.17221627,0.24366459
561,valid,0.1502279,0.22298974,train,0.23604025,0.18002,train,0.13670014,0.12769176,train,0.0788266,0.127412,train,0.23377787,0.21355401,0.17433351
562,train,0.04269771,0.02789347,valid,0.3195432,0.2530474,train,0.06434392,0.038768444,train,0.07613993,0.08755556,train,0.15105163,0.11162045,0.103777066
563,train,0.82535017,0.9040845,train,0.8686963,0.96414465,train,0.87572056,0.93306524,train,0.86178195,0.850281,valid,0.8193665,0.9056394,0.91144294
564,valid,0.39494404,0.49696398,train,0.6290129,0.54272133,train,0.38664296,0.32366997,train,0.10748518,0.16250569,train,0.22578713,0.22689477,0.3505511
565,train,0.028787386,0.05332467,train,0.066105746,0.09429771,train,0.09215402,0.065814674,valid,0.0223832,0.033249293,train,0.08983041,0.072778195,0.06389291
566,train,0.059309673,0.09280369,train,0.15654553,0.20471258,valid,0.050311346,0.06293054,train,0.041306388,0.049313117,train,0.18996201,0.13222556,0.108397104
567,train,0.56588775,0.6687903,train,0.3832584,0.56449795,train,0.6285755,0.5435018,valid,0.3712319,0.47415608,train,0.43960157,0.37101376,0.524392
568,valid,0.026339334,0.031726953,train,0.018349666,0.04160647,train,0.014910396,0.015466479,train,0.025240395,0.03528673,train,0.021740092,0.020766227,0.028970573
569,train,0.2174035,0.38263884,train,0.26720878,0.2917609,train,0.2269603,0.14896071,train,0.109723195,0.1973525,valid,0.23013529,0.18054345,0.24025127
570,train,0.13326414,0.21329066,valid,0.31836277,0.31284463,train,0.08960083,0.0701293,train,0.08199974,0.13736656,train,0.26740834,0.18606633,0.18393949
571,train,0.019239325,0.046500444,train,0.026305098,0.05389512,train,0.029255148,0.05255805,valid,0.035588585,0.0394156,train,0.028137056,0.03132022,0.044737887
572,valid,0.16034827,0.22514579,train,0.32751185,0.4498162,train,0.48242941,0.36370453,train,0.27827054,0.2758214,train,0.61871344,0.5054319,0.36398396
573,valid,0.07205952,0.057936084,train,0.08320784,0.06470283,train,0.11331342,0.05804099,train,0.086803146,0.07998473,train,0.11320029,0.07397421,0.06692777
574,train,0.034810927,0.01912675,train,0.05804684,0.10153389,train,0.022417415,0.013865813,train,0.04781299,0.051731724,valid,0.06603804,0.042426605,0.045736954
575,train,0.042808298,0.06343739,train,0.055728093,0.08095338,train,0.11372077,0.10701009,valid,0.04276779,0.06675915,train,0.077647656,0.054954387,0.07462288
576,train,0.01838773,0.03168196,valid,0.4028393,0.2311504,train,0.30172393,0.29488233,train,0.10333773,0.11330128,train,0.11052549,0.075406335,0.14928445
577,train,0.18173565,0.34561995,train,0.08005138,0.14385892,train,0.15154675,0.20060627,valid,0.11919671,0.1513,train,0.10148098,0.10414084,0.1891052
578,valid,0.035309304,0.08233721,train,0.1558436,0.096245766,train,0.09333163,0.1356778,train,0.064091586,0.06916221,train,0.25308323,0.15768845,0.10822229
579,train,0.016497131,0.047969695,train,0.044958837,0.07335163,valid,0.03676987,0.044408835,train,0.03117107,0.040735815,train,0.048632927,0.03734365,0.048761923
580,train,0.019269364,0.03550405,train,0.025590181,0.040862095,train,0.020290349,0.017792761,train,0.03826658,0.042674564,valid,0.017315384,0.015426849,0.030452061
581,train,0.008568856,0.0107907085,valid,0.024923787,0.017416835,train,0.029959068,0.018389322,train,0.011632615,0.01847195,train,0.042901397,0.026977565,0.018409276
582,valid,0.5182223,0.5265494,train,0.68664986,0.8234026,train,0.721032,0.66191584,train,0.6503925,0.7179601,train,0.57394695,0.5833596,0.66263753
583,train,0.042370327,0.06438427,train,0.22931373,0.16467044,train,0.12946,0.10928091,train,0.077485286,0.12637626,valid,0.09110682,0.0853319,0.110008754
584,train,0.06547834,0.10606345,train,0.035906248,0.077707194,valid,0.047639605,0.08490191,train,0.044157963,0.06050311,train,0.081025854,0.065587796,0.078952685
585,train,0.07755193,0.17060997,train,0.2726781,0.2587808,train,0.19055784,0.15289381,train,0.0832368,0.12975287,valid,0.27915648,0.2256257,0.18753263
586,train,0.5326837,0.5535965,valid,0.37973827,0.33082068,train,0.42254865,0.38671333,train,0.1112046,0.15012285,train,0.37598747,0.37852517,0.35995573
587,train,0.20819649,0.1653991,train,0.33042106,0.42379156,train,0.4087155,0.25247088,valid,0.109853394,0.110678874,train,0.14496069,0.12980247,0.21642856
588,train,0.33223116,0.58104616,valid,0.5390761,0.7095035,train,0.73087084,0.79998153,train,0.3211651,0.39732635,train,0.48862368,0.67821753,0.63321495
589,train,0.011564999,0.023460556,train,0.12863053,0.13793103,train,0.08373309,0.07162193,valid,0.06478758,0.069140315,train,0.067526236,0.06284671,0.07300011
590,train,0.025549587,0.055058636,train,0.09454152,0.07738527,valid,0.16541268,0.09646528,train,0.018152427,0.03477403,train,0.04574073,0.036496457,0.060035937
591,train,0.040716052,0.080782585,train,0.09191068,0.07308236,valid,0.06143527,0.041049875,train,0.042989735,0.067790516,train,0.11365595,0.092433535,0.07102777
592,train,0.0721186,0.21351235,train,0.4495326,0.47467217,valid,0.4819859,0.3736498,train,0.08097354,0.15217096,train,0.27591145,0.27882585,0.29856622
593,train,0.63283753,0.6282426,train,0.43420818,0.50992894,valid,0.69913167,0.5745916,train,0.3254899,0.3178303,train,0.29428273,0.25105014,0.45632872
594,train,0.8132202,0.8558867,train,0.8346117,0.9305579,train,0.8602107,0.86625516,train,0.9633291,0.9753391,valid,0.86962813,0.87779415,0.9011666
595,train,0.02021759,0.035364486,valid,0.013802191,0.03060535,train,0.052339513,0.04602161,train,0.023608372,0.032814197,train,0.018672286,0.01887468,0.032736063
596,train,0.047996968,0.096523546,train,0.04027897,0.04809102,train,0.014173711,0.018524218,valid,0.07037864,0.094804354,train,0.03940884,0.03396469,0.058381565
597,train,0.13542554,0.113423854,train,0.14474006,0.14257127,valid,0.21705861,0.17755201,train,0.054005306,0.053218402,train,0.21865049,0.14067356,0.12548782
598,train,0.027942209,0.045918033,train,0.03733303,0.037240233,train,0.017361764,0.026283944,train,0.04257638,0.05446179,valid,0.015593261,0.015137053,0.03580821
599,train,0.11213052,0.14612652,train,0.21472609,0.2923374,train,0.4010176,0.26345453,valid,0.061514605,0.10038277,train,0.2295279,0.19501272,0.1994628
600,train,0.21077608,0.14672334,train,0.2917896,0.31928468,valid,0.29273674,0.18549624,train,0.20209785,0.19904594,train,0.16504595,0.124595225,0.1950291
601,train,0.5324299,0.52301866,valid,0.59001094,0.5671361,train,0.7506859,0.69985723,train,0.23062469,0.2834743,train,0.6375176,0.6188169,0.5384606
602,train,0.30131915,0.5383821,valid,0.33265072,0.6139617,train,0.48533916,0.57601905,train,0.25645337,0.20982185,train,0.6076961,0.50887644,0.48941222
603,train,0.032898072,0.06284502,train,0.066045225,0.08016663,train,0.0449581,0.031742074,valid,0.050302435,0.08519198,train,0.11285442,0.10365626,0.07272039
604,train,0.6958925,0.77395636,valid,0.5212181,0.7869548,train,0.58448744,0.6145245,train,0.7695362,0.8362982,train,0.6746844,0.693898,0.74112636
605,valid,0.03255189,0.060099106,train,0.14163794,0.12575437,train,0.05025802,0.072000645,train,0.039288826,0.040826343,train,0.16253734,0.09610172,0.07895644
606,train,0.050511528,0.06486956,valid,0.21442671,0.23218927,train,0.03301062,0.028253555,train,0.10396602,0.12664406,train,0.09886218,0.07304256,0.1049998
607,valid,0.03451975,0.058587253,train,0.062384646,0.08154811,train,0.0977741,0.1050333,train,0.033895407,0.051860437,train,0.061787535,0.059169095,0.071239635
608,train,0.08232744,0.17411636,train,0.15989071,0.15816396,valid,0.19464755,0.13589774,train,0.044183623,0.066636436,train,0.14866447,0.12916058,0.13279502
609,train,0.07566432,0.08109965,valid,0.04678085,0.10634918,train,0.31029633,0.18440902,train,0.09997356,0.09201555,train,0.192046,0.12525576,0.11782583
610,train,0.13012563,0.14396214,train,0.2050787,0.1837803,train,0.19216536,0.08977931,train,0.081885226,0.1032547,valid,0.26985908,0.18221888,0.14059906
611,train,0.20450315,0.20827428,train,0.16069841,0.2600311,train,0.24933024,0.19422662,train,0.1597032,0.13100877,valid,0.12289691,0.120353416,0.18277882
612,train,0.030939845,0.06431001,valid,0.082713075,0.090646006,train,0.02177077,0.012451541,train,0.022910204,0.043390285,train,0.071373776,0.053857576,0.05293108
613,train,0.119551316,0.22057828,train,0.34768596,0.49276942,valid,0.14760226,0.103305876,train,0.09994093,0.16298008,train,0.51781696,0.4998627,0.29589927
614,train,0.083132125,0.1266747,valid,0.05072606,0.10358161,train,0.06783345,0.05550545,train,0.072903834,0.08577789,train,0.088225864,0.06767437,0.08784281
615,train,0.00230821,0.0037443032,valid,0.003703139,0.008299853,train,0.0043363376,0.006372233,train,0.024941396,0.026834387,train,0.0007760226,0.0016427719,0.00937871
616,train,0.037335884,0.089967266,train,0.05840898,0.073053755,train,0.030823035,0.04502768,train,0.085501455,0.077308096,valid,0.017761879,0.017480796,0.060567517
617,train,0.39853555,0.45635515,train,0.28148714,0.46561813,train,0.09797137,0.14184313,valid,0.26422176,0.41781455,train,0.35729465,0.34128878,0.36458397
618,train,0.022291481,0.029395446,train,0.044045035,0.06997351,train,0.0277404,0.020332083,valid,0.025526991,0.045200597,train,0.0968482,0.07810896,0.048602123
619,train,0.07919543,0.20588544,train,0.11911976,0.12346623,train,0.10762263,0.12495719,train,0.1683271,0.2110351,valid,0.16117083,0.15912144,0.16489309
620,valid,0.18270323,0.20120047,train,0.08678487,0.12049,train,0.105097905,0.0603331,train,0.07224097,0.09365842,train,0.1457704,0.12257048,0.1196505
621,valid,0.079276934,0.107139,train,0.020643922,0.06383377,train,0.030193461,0.04943015,train,0.06062766,0.07187157,train,0.19535576,0.19444282,0.09734346
622,train,0.035165895,0.06573866,valid,0.11542537,0.060371503,train,0.02027023,0.026407186,train,0.17434846,0.16731516,train,0.057174332,0.049073234,0.07378115
623,train,0.10245545,0.20056336,train,0.098930195,0.12279818,train,0.13021944,0.15378551,train,0.08618648,0.09027808,valid,0.06052328,0.056890786,0.124863185
624,train,0.050426975,0.13472226,train,0.1546704,0.25961912,valid,0.22263284,0.23546636,train,0.07842162,0.06472118,train,0.28000924,0.18982266,0.17687032
625,valid,0.006984167,0.017308641,train,0.017317826,0.03237868,train,0.013335741,0.01603615,train,0.016226124,0.022088952,train,0.057983324,0.04056543,0.02567557
626,train,0.5374536,0.64461327,train,0.61658835,0.7382369,train,0.31331155,0.42102194,valid,0.26222292,0.17475538,train,0.5279077,0.4910858,0.49394265
627,train,0.096400574,0.23394038,train,0.2736936,0.33524227,train,0.22850162,0.32208878,train,0.16652636,0.17461674,valid,0.3655502,0.28526863,0.27023137
628,valid,0.011442871,0.022500861,train,0.015738264,0.02899644,train,0.03686128,0.046326797,train,0.056354634,0.04065255,train,0.09424714,0.057704333,0.039236195
629,train,0.22921112,0.21027744,valid,0.10300491,0.21977726,train,0.24727434,0.20267153,train,0.048970148,0.061768085,train,0.14848681,0.1152076,0.16194037
630,train,0.33807966,0.378193,train,0.6508858,0.84528387,train,0.35719,0.4136855,train,0.8186435,0.7973009,valid,0.5012355,0.5340925,0.59371114
631,train,0.39363,0.52551997,train,0.6015901,0.6661784,valid,0.2923105,0.2631119,train,0.5444397,0.71058065,train,0.39143986,0.35815638,0.5047094
632,train,0.03708896,0.07837355,train,0.15416552,0.18777834,train,0.107814595,0.055835456,valid,0.04572168,0.08928802,train,0.07483017,0.07531313,0.0973177
633,valid,0.8233361,0.84704477,train,0.7713235,0.78777117,train,0.64885354,0.6818852,train,0.95368373,0.9462585,train,0.7772242,0.7766897,0.8079299
634,train,0.008981383,0.01603093,train,0.012262563,0.02538632,valid,0.013636823,0.004963347,train,0.019771492,0.030580737,train,0.0074445563,0.00427235,0.016246736
635,train,0.09936216,0.08827868,train,0.07696819,0.11500896,train,0.061187968,0.04985914,train,0.0592653,0.068694934,valid,0.059248477,0.038402937,0.07204893
636,train,0.012889108,0.05459679,valid,0.12714511,0.06765172,train,0.07985167,0.12601642,train,0.1621577,0.13391143,train,0.083059005,0.10008869,0.09645301
637,train,0.14190505,0.13134548,train,0.11022169,0.13494153,valid,0.07426495,0.051291324,train,0.060813047,0.068368845,train,0.09530375,0.09002082,0.0951936
638,valid,0.23115471,0.38792163,train,0.31539586,0.28803238,train,0.40976238,0.38330626,train,0.05334333,0.09552419,train,0.21362688,0.21147685,0.27325225
639,valid,0.48145843,0.5836122,train,0.56571776,0.6663387,train,0.51106656,0.44457358,train,0.34169766,0.4059817,train,0.5830313,0.49901858,0.519905
640,train,0.009317034,0.033244353,train,0.021171736,0.05583067,train,0.025158748,0.02804556,valid,0.0148104075,0.021168517,train,0.06571753,0.039957643,0.035649348
641,train,0.030361101,0.06344018,valid,0.092520356,0.11363594,train,0.056432493,0.064944,train,0.06561079,0.06794236,train,0.15271187,0.11241496,0.08447549
642,train,0.08187318,0.18767571,train,0.09287038,0.18132858,train,0.17142868,0.21578571,train,0.11641342,0.11467693,valid,0.20265071,0.18723308,0.17734
643,train,0.25586632,0.38325208,valid,0.09940848,0.3711973,train,0.2882083,0.3057158,train,0.19254263,0.17396891,train,0.29561198,0.1621663,0.27926007
644,train,0.07791085,0.13710064,train,0.11205958,0.19376968,valid,0.04256819,0.07209753,train,0.023158135,0.031086713,train,0.122088686,0.08713496,0.104237914
645,train,0.12301472,0.19159582,train,0.52031475,0.6012832,valid,0.6383772,0.61426014,train,0.18486659,0.3087036,train,0.41078264,0.38716057,0.42060065
646,valid,0.046170477,0.11673473,train,0.20545134,0.1765156,train,0.065819114,0.047009237,train,0.05289689,0.08387141,train,0.22455037,0.2017373,0.12517366
647,train,0.015126153,0.025207596,valid,0.01704205,0.034837466,train,0.037782263,0.05002267,train,0.03955755,0.05357789,train,0.07179878,0.06710491,0.046150107
648,train,0.023683477,0.061823573,train,0.06345208,0.07908428,valid,0.09328313,0.0744077,train,0.042963825,0.07503144,train,0.039772544,0.048108146,0.06769103
649,train,0.058677442,0.12299215,train,0.11447616,0.05888485,train,0.057648066,0.0631949,valid,0.038413752,0.06383949,train,0.06327778,0.09619317,0.08102091
650,train,0.027482336,0.053673647,train,0.031598043,0.061487257,train,0.041769955,0.057343688,valid,0.021689197,0.029302945,train,0.0432063,0.049360186,0.050233543
651,train,0.016745033,0.025093079,valid,0.07724504,0.09153702,train,0.026470516,0.03116147,train,0.025542269,0.03926629,train,0.026263447,0.02583157,0.042577885
652,train,0.42636323,0.6135171,valid,0.7071155,0.72961825,train,0.5387049,0.4865975,train,0.15896402,0.32286575,train,0.46368864,0.46827307,0.52417433
653,train,0.08216172,0.1585145,valid,0.40440473,0.4307484,train,0.17339593,0.101817526,train,0.10594096,0.21818097,train,0.24504218,0.22279248,0.22641078
